location_id,provider_id,hospital_name,city,state,latitude,longitude,beds,trauma_level,total_staff,website
19437,29437,Hospital General Care Center,Chicago,IL,35.557507,-100.321284,357.0,Level 2,1291.0,www.hospital19437.com
19438,29438,Hospital Grace Clinic,Philadelphia,GA,41.096323,-108.550712,396.0,,1429.0,www.hospital19438.com
19439,29439,Hospital Community Health System,Los Angeles,WA,42.244699,-92.122437,65.0,Level 3,1205.0,www.hospital19439.com
19440,29440,Hospital Hope Care Center,Phoenix,PA,40.216998,-86.414108,163.0,Level 1,1718.0,
19441,29441,Hospital Regional Health System,Atlanta,IL,39.513938,-78.246394,371.0,Level 3,1314.0,www.hospital19441.com
19442,29442,Hospital Unity Care Center,Boston,IL,34.525895,-101.141674,197.0,Level 2,652.0,www.hospital19442.com
19443,29443,Hospital Grace Medical Center,Seattle,MA,44.757123,-106.270949,310.0,,171.0,www.hospital19443.com
19444,29444,Hospital Community Health System,Houston,WA,34.826086,-111.58827,467.0,Level 1,1419.0,
19445,29445,Hospital Unity Care Center,Houston,NY,41.080351,-101.309971,292.0,Level 2,1977.0,www.hospital19445.com
19446,29446,Hospital Memorial Care Center,Atlanta,MA,37.788576,-79.887206,217.0,Level 1,52.0,www.hospital19446.com
19447,29447,Hospital Hope Health System,Chicago,TX,42.237678,-100.031911,211.0,,,
19448,29448,Hospital Memorial Medical Center,Dallas,AZ,41.90527,-113.848537,28.0,Level 3,1362.0,www.hospital19448.com
19449,29449,Hospital Central Health System,Miami,MA,31.667031,-99.703749,27.0,Level 3,1194.0,www.hospital19449.com
19450,29450,Hospital Unity Clinic,Houston,MA,36.069353,-110.363328,184.0,,486.0,www.hospital19450.com
19451,29451,Hospital Community Hospital,Boston,GA,37.999768,-89.589866,411.0,Level 3,1832.0,www.hospital19451.com
19452,29452,Hospital Memorial Care Center,Dallas,MA,44.638442,-112.859044,36.0,Level 2,,www.hospital19452.com
19453,29453,Hospital Community Medical Center,Houston,AZ,33.418706,-107.838587,257.0,Level 1,1017.0,www.hospital19453.com
19454,29454,Hospital Regional Clinic,Phoenix,MA,32.202849,-98.098119,405.0,Level 2,1715.0,www.hospital19454.com
19455,29455,Hospital Hope Medical Center,Los Angeles,TX,43.23501,-90.388678,433.0,,158.0,www.hospital19455.com
19456,29456,Hospital Mercy Care Center,Dallas,CA,32.199602,-110.585416,266.0,Level 1,1925.0,www.hospital19456.com
19457,29457,Hospital Unity Health System,Chicago,GA,31.372831,-106.806595,180.0,,905.0,www.hospital19457.com
19458,29458,Hospital Hope Clinic,Los Angeles,MA,34.060377,-112.364887,256.0,Level 1,1622.0,www.hospital19458.com
19459,29459,Hospital Unity Clinic,Chicago,WA,31.914826,-91.282464,238.0,,1913.0,www.hospital19459.com
19460,29460,Hospital Mercy Medical Center,Boston,WA,37.254042,-91.501435,476.0,Level 1,1846.0,www.hospital19460.com
19461,29461,Hospital General Care Center,Philadelphia,FL,43.065005,-95.391972,115.0,Level 1,,www.hospital19461.com
19462,29462,Hospital Regional Hospital,Chicago,PA,30.187159,-118.808813,340.0,,874.0,www.hospital19462.com
19463,29463,Hospital Hope Hospital,Dallas,MA,32.442006,-95.068108,,Level 1,392.0,www.hospital19463.com
19464,29464,Hospital Memorial Hospital,Atlanta,GA,37.779389,-77.807255,428.0,Level 3,1026.0,www.hospital19464.com
19465,29465,Hospital Community Clinic,Miami,WA,31.131484,-117.392173,146.0,Level 2,1006.0,
19466,29466,Hospital Mercy Clinic,Boston,PA,37.865873,-103.908244,178.0,Level 1,,www.hospital19466.com
19467,29467,Hospital Regional Hospital,Phoenix,GA,39.0594,-96.113066,,,1157.0,www.hospital19467.com
19468,29468,Hospital St. Mary Hospital,Dallas,TX,31.062696,-89.358748,167.0,Level 1,1429.0,www.hospital19468.com
19469,29469,Hospital Grace Hospital,Chicago,GA,43.167131,-93.433034,108.0,Level 1,,www.hospital19469.com
19470,29470,Hospital Memorial Clinic,Houston,WA,40.599545,-109.268728,106.0,Level 2,1252.0,www.hospital19470.com
19471,29471,Hospital Mercy Health System,Philadelphia,WA,37.890578,-86.992936,430.0,Level 1,1496.0,www.hospital19471.com
19472,29472,Hospital St. Mary Clinic,Phoenix,IL,37.20893,-85.84708,342.0,Level 2,1991.0,www.hospital19472.com
19473,29473,Hospital General Hospital,Houston,GA,32.214546,-104.266285,224.0,Level 1,1971.0,
19474,29474,Hospital Mercy Clinic,Chicago,AZ,39.36163,-86.788647,156.0,,694.0,www.hospital19474.com
19475,29475,Hospital Grace Health System,Miami,AZ,30.381948,-103.325717,,Level 2,,www.hospital19475.com
19476,29476,Hospital Mercy Health System,Los Angeles,CA,40.53057,-117.882711,205.0,,1880.0,www.hospital19476.com
19477,29477,Hospital Grace Care Center,Atlanta,MA,31.531746,-75.54049,465.0,Level 3,1071.0,www.hospital19477.com
19478,29478,Hospital Memorial Medical Center,Atlanta,GA,38.224329,-94.441915,391.0,Level 3,1065.0,
19479,29479,Hospital Community Health System,Boston,NY,35.125732,-76.584926,378.0,Level 2,1031.0,www.hospital19479.com
19480,29480,Hospital Central Care Center,Houston,PA,32.913666,-99.958315,109.0,,197.0,www.hospital19480.com
19481,29481,Hospital Unity Health System,Boston,MA,39.692648,-97.825319,43.0,,1701.0,www.hospital19481.com
19482,29482,Hospital Grace Clinic,Chicago,MA,40.592942,-99.238873,100.0,Level 1,849.0,www.hospital19482.com
19483,29483,Hospital Central Clinic,Philadelphia,IL,36.313525,-119.740169,267.0,Level 2,1069.0,www.hospital19483.com
19484,29484,Hospital Mercy Clinic,Seattle,FL,37.480915,-90.609307,334.0,,1929.0,
19485,29485,Hospital Mercy Medical Center,Philadelphia,IL,41.979682,-105.790557,254.0,Level 3,1920.0,www.hospital19485.com
19486,29486,Hospital St. Mary Health System,Seattle,AZ,34.481032,-118.3423,207.0,Level 3,536.0,www.hospital19486.com
19487,29487,Hospital Central Medical Center,Dallas,CA,34.184749,-115.79573,42.0,Level 1,383.0,www.hospital19487.com
19488,29488,Hospital Regional Clinic,Atlanta,NY,40.851856,-98.007984,,,1001.0,
19489,29489,Hospital Grace Clinic,Boston,NY,43.794548,-117.039026,38.0,Level 2,1183.0,www.hospital19489.com
19490,29490,Hospital Community Health System,Chicago,MA,37.687249,-83.135904,59.0,Level 3,1468.0,www.hospital19490.com
19491,29491,Hospital Hope Health System,Atlanta,AZ,43.465233,-94.552049,312.0,,1263.0,www.hospital19491.com
19492,29492,Hospital Memorial Clinic,Miami,PA,38.026536,-116.246378,159.0,,904.0,www.hospital19492.com
19493,29493,Hospital Memorial Hospital,Dallas,GA,30.582182,-112.796861,194.0,Level 3,1702.0,www.hospital19493.com
19494,29494,Hospital Grace Medical Center,Los Angeles,FL,39.868104,-94.488925,498.0,,1659.0,www.hospital19494.com
19495,29495,Hospital Central Clinic,Dallas,WA,34.47712,-115.216452,86.0,Level 3,1156.0,www.hospital19495.com
19496,29496,Hospital General Health System,Chicago,MA,43.57216,-117.396057,,,1264.0,www.hospital19496.com
19497,29497,Hospital Unity Health System,Atlanta,WA,39.323686,-85.477285,74.0,,363.0,www.hospital19497.com
19498,29498,Hospital Memorial Health System,Miami,IL,43.420682,-116.051559,384.0,Level 2,794.0,www.hospital19498.com
19499,29499,Hospital Community Hospital,Atlanta,GA,41.549279,-118.501858,,Level 2,1784.0,www.hospital19499.com
19500,29500,Hospital St. Mary Medical Center,Chicago,MA,40.652823,-103.604651,420.0,Level 1,,
19501,29501,Hospital Community Hospital,Chicago,WA,37.609232,-100.983889,299.0,,167.0,
19502,29502,Hospital General Care Center,Dallas,GA,31.704509,-97.038443,378.0,Level 1,1985.0,www.hospital19502.com
19503,29503,Hospital Unity Clinic,Philadelphia,NY,38.566959,-112.220256,240.0,Level 1,1654.0,www.hospital19503.com
19504,29504,Hospital Community Clinic,Houston,TX,38.30436,-107.971167,48.0,Level 3,623.0,www.hospital19504.com
19505,29505,Hospital General Health System,Philadelphia,PA,31.593284,-104.177351,447.0,,668.0,www.hospital19505.com
19506,29506,Hospital Regional Medical Center,Boston,IL,43.205265,-102.170112,,Level 2,71.0,www.hospital19506.com
19507,29507,Hospital Memorial Health System,Miami,CA,33.472597,-85.323005,52.0,Level 3,871.0,www.hospital19507.com
19508,29508,Hospital General Care Center,Atlanta,WA,42.407894,-95.731434,459.0,Level 1,1866.0,www.hospital19508.com
19509,29509,Hospital General Care Center,Boston,AZ,34.430837,-76.32488,137.0,Level 1,1247.0,
19510,29510,Hospital Mercy Health System,Phoenix,AZ,40.820837,-85.209642,436.0,Level 1,521.0,www.hospital19510.com
19511,29511,Hospital St. Mary Health System,Philadelphia,IL,40.236004,-110.070811,,Level 1,1544.0,www.hospital19511.com
19512,29512,Hospital Unity Health System,Miami,TX,36.104112,-77.354077,271.0,Level 1,1153.0,www.hospital19512.com
19513,29513,Hospital General Hospital,Phoenix,CA,42.246727,-109.106844,246.0,Level 1,823.0,www.hospital19513.com
19514,29514,Hospital Memorial Health System,Atlanta,NY,31.095529,-112.662164,100.0,Level 3,189.0,www.hospital19514.com
19515,29515,Hospital Mercy Health System,Boston,CA,33.95149,-84.624807,327.0,Level 1,461.0,www.hospital19515.com
19516,29516,Hospital St. Mary Care Center,Chicago,AZ,36.869947,-118.432939,,Level 3,647.0,www.hospital19516.com
19517,29517,Hospital General Health System,Phoenix,TX,30.414323,-109.426136,206.0,Level 1,,www.hospital19517.com
19518,29518,Hospital Memorial Hospital,Philadelphia,TX,42.02305,-94.289042,308.0,Level 3,219.0,www.hospital19518.com
19519,29519,Hospital Regional Care Center,Atlanta,PA,34.449084,-103.324904,28.0,Level 1,1629.0,www.hospital19519.com
19520,29520,Hospital Mercy Clinic,Chicago,GA,33.574311,-109.322276,78.0,,,
19521,29521,Hospital Unity Clinic,Los Angeles,CA,39.959906,-119.210455,432.0,,420.0,
19522,29522,Hospital Memorial Hospital,Dallas,CA,31.090386,-78.545631,93.0,Level 2,1361.0,www.hospital19522.com
19523,29523,Hospital Grace Care Center,Houston,FL,39.576552,-90.381653,,Level 1,1413.0,www.hospital19523.com
19524,29524,Hospital St. Mary Health System,Atlanta,MA,34.78123,-112.894474,,,1442.0,www.hospital19524.com
19525,29525,Hospital Regional Hospital,Houston,WA,33.946154,-111.801995,145.0,,932.0,www.hospital19525.com
19526,29526,Hospital Memorial Care Center,Atlanta,WA,38.364246,-117.227862,467.0,Level 3,1778.0,www.hospital19526.com
19527,29527,Hospital General Medical Center,Dallas,PA,39.426211,-105.617221,160.0,Level 1,1938.0,www.hospital19527.com
19528,29528,Hospital Unity Medical Center,Atlanta,WA,39.321363,-87.196143,,Level 2,537.0,www.hospital19528.com
19529,29529,Hospital Mercy Care Center,Philadelphia,FL,41.248889,-117.052833,424.0,Level 3,1898.0,www.hospital19529.com
19530,29530,Hospital General Clinic,Phoenix,CA,44.951098,-96.209462,473.0,Level 1,,www.hospital19530.com
19531,29531,Hospital St. Mary Medical Center,Phoenix,AZ,40.891145,-83.411141,,,,
19532,29532,Hospital Central Hospital,Boston,MA,37.292713,-84.801608,299.0,,721.0,
19533,29533,Hospital Regional Care Center,Philadelphia,IL,34.888517,-84.438284,220.0,Level 1,,www.hospital19533.com
19534,29534,Hospital General Care Center,Miami,CA,32.061023,-111.511932,91.0,Level 3,391.0,www.hospital19534.com
19535,29535,Hospital Community Health System,Houston,NY,41.560651,-113.967971,302.0,Level 2,1415.0,www.hospital19535.com
19536,29536,Hospital Grace Health System,Philadelphia,IL,37.2557,-106.708441,143.0,Level 3,1208.0,www.hospital19536.com
19537,29537,Hospital Hope Clinic,Boston,CA,37.140986,-110.932945,484.0,,762.0,www.hospital19537.com
19538,29538,Hospital Central Care Center,Houston,WA,35.780767,-82.646461,215.0,Level 1,1886.0,
19539,29539,Hospital Hope Medical Center,Chicago,MA,31.979663,-89.962129,247.0,Level 2,781.0,www.hospital19539.com
19540,29540,Hospital Central Hospital,Phoenix,AZ,44.636685,-90.314026,330.0,,1134.0,www.hospital19540.com
19541,29541,Hospital Grace Medical Center,Los Angeles,CA,35.453866,-99.152411,,,,www.hospital19541.com
19542,29542,Hospital Regional Health System,Los Angeles,IL,42.853653,-116.95545,458.0,Level 3,1144.0,www.hospital19542.com
19543,29543,Hospital Hope Care Center,Phoenix,MA,40.844248,-115.672251,407.0,Level 1,1801.0,www.hospital19543.com
19544,29544,Hospital Unity Medical Center,Boston,GA,37.275421,-81.225002,313.0,,,www.hospital19544.com
19545,29545,Hospital General Health System,Atlanta,FL,34.1379,-83.044962,443.0,Level 3,775.0,www.hospital19545.com
19546,29546,Hospital Memorial Health System,Philadelphia,NY,44.412944,-93.443675,423.0,Level 2,,
19547,29547,Hospital Mercy Hospital,Chicago,CA,38.78318,-104.009808,487.0,Level 1,,www.hospital19547.com
19548,29548,Hospital St. Mary Health System,Los Angeles,WA,30.300334,-80.711789,,Level 1,1982.0,www.hospital19548.com
19549,29549,Hospital St. Mary Clinic,Philadelphia,WA,35.134962,-82.456455,366.0,Level 2,1781.0,
19550,29550,Hospital Grace Health System,Miami,WA,40.092156,-95.9311,417.0,Level 1,1512.0,www.hospital19550.com
19551,29551,Hospital General Hospital,Phoenix,AZ,33.3629,-89.298454,222.0,Level 2,748.0,www.hospital19551.com
19552,29552,Hospital St. Mary Clinic,Atlanta,FL,37.358825,-117.750486,470.0,Level 1,153.0,www.hospital19552.com
19553,29553,Hospital General Medical Center,Dallas,CA,37.893358,-99.592297,467.0,Level 1,,www.hospital19553.com
19554,29554,Hospital Hope Hospital,Miami,GA,41.711372,-111.896995,359.0,Level 2,1726.0,www.hospital19554.com
19555,29555,Hospital Regional Medical Center,Phoenix,GA,40.178002,-119.642135,,Level 2,1271.0,
19556,29556,Hospital Unity Care Center,Seattle,CA,31.532103,-85.578453,82.0,Level 1,880.0,www.hospital19556.com
19557,29557,Hospital Hope Clinic,Dallas,NY,36.265952,-107.845043,495.0,,,www.hospital19557.com
19558,29558,Hospital Community Health System,Phoenix,GA,41.667978,-79.242506,,,1669.0,www.hospital19558.com
19559,29559,Hospital Memorial Clinic,Phoenix,IL,30.525131,-109.203494,438.0,Level 1,479.0,www.hospital19559.com
19560,29560,Hospital General Health System,Chicago,GA,40.595696,-104.928346,439.0,Level 2,474.0,www.hospital19560.com
19561,29561,Hospital Grace Hospital,Phoenix,MA,40.159222,-109.470154,90.0,Level 2,430.0,www.hospital19561.com
19562,29562,Hospital Regional Medical Center,Seattle,WA,43.523889,-76.818742,158.0,Level 3,282.0,www.hospital19562.com
19563,29563,Hospital Community Hospital,Philadelphia,AZ,37.830915,-102.998657,437.0,Level 3,1860.0,www.hospital19563.com
19564,29564,Hospital General Care Center,Phoenix,GA,39.21943,-77.224001,377.0,Level 1,869.0,www.hospital19564.com
19565,29565,Hospital Regional Clinic,Miami,WA,31.842572,-108.580031,84.0,Level 1,,
19566,29566,Hospital Community Hospital,Atlanta,CA,44.059592,-105.303149,196.0,Level 2,,www.hospital19566.com
19567,29567,Hospital General Hospital,Chicago,PA,35.302379,-81.714617,480.0,,,www.hospital19567.com
19568,29568,Hospital Unity Clinic,Dallas,MA,31.023997,-109.146647,99.0,Level 1,307.0,www.hospital19568.com
19569,29569,Hospital Unity Health System,Phoenix,NY,34.46311,-118.139375,395.0,,1657.0,
19570,29570,Hospital Unity Medical Center,Los Angeles,IL,33.637586,-116.01749,494.0,Level 2,1219.0,www.hospital19570.com
19571,29571,Hospital Regional Hospital,Boston,TX,32.343624,-82.613847,175.0,,405.0,www.hospital19571.com
19572,29572,Hospital Memorial Clinic,Phoenix,MA,44.336483,-82.457378,379.0,,1703.0,www.hospital19572.com
19573,29573,Hospital General Clinic,Miami,IL,35.989018,-108.587959,500.0,Level 2,1032.0,www.hospital19573.com
19574,29574,Hospital Central Health System,Los Angeles,FL,43.722109,-104.19284,492.0,Level 1,1093.0,www.hospital19574.com
19575,29575,Hospital Mercy Medical Center,Atlanta,FL,43.110229,-83.968832,315.0,Level 1,63.0,www.hospital19575.com
19576,29576,Hospital Unity Hospital,Dallas,PA,43.979001,-118.891815,207.0,Level 1,665.0,www.hospital19576.com
19577,29577,Hospital Community Clinic,Seattle,NY,41.370468,-88.630466,332.0,,1313.0,www.hospital19577.com
19578,29578,Hospital Central Health System,Boston,PA,35.07966,-87.639995,264.0,,,www.hospital19578.com
19579,29579,Hospital Central Hospital,Houston,IL,40.311684,-108.488174,256.0,Level 2,,www.hospital19579.com
19580,29580,Hospital Unity Clinic,Atlanta,FL,33.370245,-112.92168,182.0,,784.0,www.hospital19580.com
19581,29581,Hospital Regional Medical Center,Philadelphia,WA,33.695954,-90.922009,184.0,Level 1,986.0,www.hospital19581.com
19582,29582,Hospital Memorial Clinic,Houston,NY,31.947099,-107.499143,112.0,Level 1,1573.0,www.hospital19582.com
19583,29583,Hospital Grace Medical Center,Houston,TX,42.393997,-76.304269,246.0,Level 3,,www.hospital19583.com
19584,29584,Hospital Regional Clinic,Miami,IL,42.658026,-78.093975,120.0,Level 3,1750.0,www.hospital19584.com
19585,29585,Hospital Central Medical Center,Los Angeles,PA,30.381132,-113.970142,54.0,Level 3,386.0,www.hospital19585.com
19586,29586,Hospital St. Mary Medical Center,Houston,PA,43.470761,-119.278667,298.0,Level 1,,www.hospital19586.com
19587,29587,Hospital Central Clinic,Phoenix,MA,31.089696,-102.392796,361.0,Level 2,1320.0,
19588,29588,Hospital Mercy Clinic,Chicago,IL,32.40762,-83.41075,46.0,Level 3,1870.0,
19589,29589,Hospital St. Mary Clinic,Los Angeles,TX,31.917222,-95.94538,357.0,,1188.0,
19590,29590,Hospital Hope Medical Center,Philadelphia,FL,35.701663,-104.20177,275.0,Level 2,1441.0,www.hospital19590.com
19591,29591,Hospital Central Clinic,Miami,MA,33.788695,-78.195163,90.0,,,www.hospital19591.com
19592,29592,Hospital General Medical Center,Los Angeles,AZ,35.962078,-76.397601,427.0,Level 3,420.0,www.hospital19592.com
19593,29593,Hospital Regional Medical Center,Philadelphia,WA,38.048982,-93.431101,288.0,Level 1,418.0,www.hospital19593.com
19594,29594,Hospital Mercy Medical Center,Miami,TX,40.657922,-80.519902,188.0,Level 1,1140.0,www.hospital19594.com
19595,29595,Hospital Unity Clinic,Los Angeles,AZ,33.932962,-76.883099,410.0,Level 1,,www.hospital19595.com
19596,29596,Hospital Hope Hospital,Boston,AZ,39.571315,-76.124779,382.0,,1012.0,www.hospital19596.com
19597,29597,Hospital Regional Hospital,Phoenix,GA,43.737272,-100.721123,237.0,,,www.hospital19597.com
19598,29598,Hospital Central Hospital,Atlanta,IL,35.672943,-112.193988,443.0,Level 2,1901.0,www.hospital19598.com
19599,29599,Hospital Hope Hospital,Boston,MA,43.96988,-111.558569,193.0,Level 2,1302.0,www.hospital19599.com
19600,29600,Hospital Memorial Medical Center,Houston,WA,39.975672,-107.875084,360.0,Level 2,1241.0,www.hospital19600.com
19601,29601,Hospital Central Health System,Dallas,MA,33.480417,-89.142622,240.0,Level 2,1075.0,
19602,29602,Hospital Mercy Health System,Atlanta,IL,33.298258,-106.080576,283.0,Level 3,,www.hospital19602.com
19603,29603,Hospital Hope Health System,Dallas,WA,43.637044,-92.39373,93.0,Level 1,989.0,www.hospital19603.com
19604,29604,Hospital General Clinic,Boston,MA,42.500946,-113.89787,491.0,Level 1,1207.0,www.hospital19604.com
19605,29605,Hospital Central Clinic,Chicago,GA,30.227298,-98.389981,354.0,Level 1,1963.0,www.hospital19605.com
19606,29606,Hospital St. Mary Clinic,Seattle,PA,43.520894,-96.938303,101.0,Level 2,637.0,www.hospital19606.com
19607,29607,Hospital Hope Health System,Boston,AZ,41.105323,-97.705014,198.0,Level 2,1712.0,www.hospital19607.com
19608,29608,Hospital Memorial Hospital,Atlanta,NY,33.054643,-100.724037,117.0,Level 1,823.0,www.hospital19608.com
19609,29609,Hospital General Care Center,Dallas,IL,39.956447,-75.52464,377.0,Level 3,1367.0,www.hospital19609.com
19610,29610,Hospital Memorial Medical Center,Dallas,AZ,33.668378,-111.779897,83.0,Level 3,1928.0,www.hospital19610.com
19611,29611,Hospital Regional Health System,Phoenix,IL,34.959188,-106.029897,296.0,Level 2,309.0,www.hospital19611.com
19612,29612,Hospital Regional Clinic,Boston,MA,38.309289,-108.256286,470.0,,1844.0,www.hospital19612.com
19613,29613,Hospital Community Clinic,Houston,IL,34.826893,-93.734432,214.0,Level 2,782.0,www.hospital19613.com
19614,29614,Hospital Mercy Health System,Los Angeles,NY,40.586381,-116.754038,317.0,Level 2,1348.0,www.hospital19614.com
19615,29615,Hospital Central Medical Center,Seattle,PA,43.432347,-85.09999,62.0,,730.0,www.hospital19615.com
19616,29616,Hospital Hope Medical Center,Philadelphia,WA,33.401341,-114.59851,,Level 2,765.0,www.hospital19616.com
19617,29617,Hospital Regional Medical Center,Houston,WA,30.076194,-77.570169,,Level 3,610.0,www.hospital19617.com
19618,29618,Hospital Community Medical Center,Seattle,AZ,37.690701,-82.18156,184.0,Level 1,1649.0,www.hospital19618.com
19619,29619,Hospital General Health System,Seattle,MA,42.769435,-104.330497,130.0,Level 3,1266.0,www.hospital19619.com
19620,29620,Hospital Community Care Center,Philadelphia,NY,33.695515,-77.246351,279.0,,459.0,www.hospital19620.com
19621,29621,Hospital Mercy Medical Center,Boston,GA,43.811605,-75.268009,,,165.0,www.hospital19621.com
19622,29622,Hospital Central Medical Center,Seattle,PA,36.682084,-100.12552,289.0,Level 2,112.0,www.hospital19622.com
19623,29623,Hospital St. Mary Care Center,Miami,TX,43.25591,-93.466832,320.0,Level 3,1420.0,www.hospital19623.com
19624,29624,Hospital Memorial Hospital,Philadelphia,CA,42.000483,-77.05405,294.0,Level 3,596.0,
19625,29625,Hospital Community Clinic,Dallas,TX,33.386038,-75.02855,74.0,Level 1,304.0,www.hospital19625.com
19626,29626,Hospital Central Hospital,Dallas,AZ,39.981261,-108.440765,53.0,,1505.0,www.hospital19626.com
19627,29627,Hospital Memorial Clinic,Phoenix,PA,44.723574,-87.823894,166.0,Level 3,464.0,www.hospital19627.com
19628,29628,Hospital Memorial Hospital,Philadelphia,IL,33.980056,-92.492509,404.0,Level 3,558.0,www.hospital19628.com
19629,29629,Hospital St. Mary Health System,Houston,PA,42.180357,-87.462772,258.0,Level 3,1530.0,www.hospital19629.com
19630,29630,Hospital Grace Health System,Philadelphia,FL,36.175071,-110.5026,430.0,Level 3,186.0,www.hospital19630.com
19631,29631,Hospital Community Hospital,Philadelphia,IL,44.821073,-83.172213,308.0,Level 2,696.0,www.hospital19631.com
19632,29632,Hospital Grace Medical Center,Dallas,AZ,42.889872,-118.105518,376.0,Level 1,,www.hospital19632.com
19633,29633,Hospital St. Mary Care Center,Boston,IL,34.523351,-112.713343,299.0,Level 1,1306.0,www.hospital19633.com
19634,29634,Hospital Mercy Health System,Miami,NY,39.3201,-91.822424,151.0,Level 3,1847.0,www.hospital19634.com
19635,29635,Hospital General Clinic,Phoenix,FL,36.351578,-99.128444,98.0,Level 3,1107.0,
19636,29636,Hospital Community Hospital,Miami,FL,38.280835,-119.893309,135.0,Level 1,,
19637,29637,Hospital Grace Clinic,Boston,NY,35.711552,-84.206446,397.0,,1006.0,
19638,29638,Hospital St. Mary Hospital,Dallas,AZ,38.781095,-104.20383,472.0,,1247.0,www.hospital19638.com
19639,29639,Hospital General Clinic,Los Angeles,GA,36.831312,-102.443618,33.0,Level 3,1917.0,www.hospital19639.com
19640,29640,Hospital St. Mary Health System,Philadelphia,NY,38.609183,-100.341028,353.0,Level 2,1637.0,
19641,29641,Hospital Grace Medical Center,Boston,IL,30.718898,-118.844981,371.0,Level 2,,www.hospital19641.com
19642,29642,Hospital General Hospital,Dallas,GA,43.184556,-80.109348,202.0,Level 3,1121.0,www.hospital19642.com
19643,29643,Hospital Central Care Center,Los Angeles,NY,31.652136,-110.350657,,Level 2,669.0,www.hospital19643.com
19644,29644,Hospital Regional Care Center,Chicago,IL,39.302039,-78.584777,74.0,Level 1,,www.hospital19644.com
19645,29645,Hospital Memorial Hospital,Chicago,GA,34.429394,-77.732053,273.0,,,
19646,29646,Hospital Hope Clinic,Boston,WA,43.724518,-78.949579,100.0,Level 3,1547.0,www.hospital19646.com
19647,29647,Hospital General Clinic,Miami,PA,32.910779,-89.618601,321.0,Level 3,,
19648,29648,Hospital Mercy Health System,Los Angeles,PA,40.490171,-105.908329,392.0,Level 1,1869.0,www.hospital19648.com
19649,29649,Hospital Unity Care Center,Houston,NY,40.899339,-83.245817,411.0,Level 1,1003.0,www.hospital19649.com
19650,29650,Hospital General Clinic,Los Angeles,MA,33.564751,-78.592689,74.0,,451.0,www.hospital19650.com
19651,29651,Hospital Unity Care Center,Houston,TX,43.336358,-87.753232,303.0,Level 1,990.0,www.hospital19651.com
19652,29652,Hospital Grace Health System,Miami,PA,35.673705,-89.64174,273.0,Level 2,1144.0,www.hospital19652.com
19653,29653,Hospital St. Mary Health System,Philadelphia,TX,30.423844,-78.060626,384.0,Level 3,388.0,www.hospital19653.com
19654,29654,Hospital Hope Medical Center,Phoenix,TX,31.866521,-81.047241,136.0,,,www.hospital19654.com
19655,29655,Hospital Grace Hospital,Seattle,GA,42.452468,-89.238092,391.0,Level 2,391.0,www.hospital19655.com
19656,29656,Hospital Hope Hospital,Los Angeles,NY,35.078944,-89.266597,,,1768.0,www.hospital19656.com
19657,29657,Hospital St. Mary Medical Center,Los Angeles,TX,43.259102,-94.104057,326.0,,1339.0,www.hospital19657.com
19658,29658,Hospital St. Mary Health System,Los Angeles,PA,33.638829,-105.855037,,Level 1,1779.0,www.hospital19658.com
19659,29659,Hospital Central Care Center,Chicago,FL,30.018226,-87.282648,,Level 2,388.0,www.hospital19659.com
19660,29660,Hospital General Clinic,Phoenix,WA,42.968528,-79.192624,54.0,Level 1,1595.0,www.hospital19660.com
19661,29661,Hospital Hope Care Center,Houston,WA,36.4077,-109.070573,97.0,Level 2,1170.0,www.hospital19661.com
19662,29662,Hospital Memorial Hospital,Seattle,TX,30.84192,-83.617482,389.0,,1271.0,www.hospital19662.com
19663,29663,Hospital General Clinic,Seattle,GA,38.33828,-90.995654,287.0,Level 2,1139.0,www.hospital19663.com
19664,29664,Hospital Hope Hospital,Boston,GA,40.234899,-81.057315,,,600.0,www.hospital19664.com
19665,29665,Hospital Unity Health System,Seattle,FL,37.336192,-75.404663,356.0,,1043.0,www.hospital19665.com
19666,29666,Hospital Grace Medical Center,Philadelphia,NY,40.691911,-90.000017,52.0,Level 2,1556.0,
19667,29667,Hospital Mercy Care Center,Seattle,WA,41.92135,-82.17191,190.0,,455.0,www.hospital19667.com
19668,29668,Hospital Community Health System,Miami,TX,36.480317,-109.023245,367.0,Level 2,236.0,www.hospital19668.com
19669,29669,Hospital St. Mary Clinic,Los Angeles,WA,30.452813,-117.787296,170.0,,704.0,www.hospital19669.com
19670,29670,Hospital Central Health System,Atlanta,IL,39.946889,-106.235633,252.0,,1965.0,
19671,29671,Hospital Central Hospital,Philadelphia,MA,31.083061,-105.04305,184.0,Level 3,1587.0,
19672,29672,Hospital Central Care Center,Philadelphia,CA,43.316958,-102.875765,204.0,,,www.hospital19672.com
19673,29673,Hospital Memorial Health System,Houston,MA,35.925895,-100.844955,322.0,,854.0,www.hospital19673.com
19674,29674,Hospital Grace Medical Center,Phoenix,TX,44.266193,-119.013323,229.0,Level 2,836.0,www.hospital19674.com
19675,29675,Hospital Grace Clinic,Dallas,CA,33.346076,-78.403771,44.0,,818.0,www.hospital19675.com
19676,29676,Hospital Central Medical Center,Miami,WA,43.961089,-113.788546,51.0,,523.0,www.hospital19676.com
19677,29677,Hospital Hope Health System,Miami,FL,37.233209,-99.501603,386.0,Level 1,377.0,www.hospital19677.com
19678,29678,Hospital Unity Hospital,Houston,FL,36.132735,-103.88177,281.0,Level 2,658.0,www.hospital19678.com
