provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services
24245,Hospital St. Mary Medical Center,5638 River Rd,Atlanta,PA,41083,County E,8070784249,Critical Access,Church,False
24246,Hospital Community Health System,3650 Cedar Lane,Seattle,TX,47543,County D,9152028084,Critical Access,Government,
24247,Hospital General Hospital,854 Park Ave,Houston,MA,20114,County C,4974946758,Psychiatric,Tribal,True
24248,Hospital St. Mary Clinic,9043 Park Ave,Los Angeles,WA,80812,County B,5379561439,Critical Access,Government,False
24249,Hospital Mercy Clinic,1888 Elm St,Seattle,GA,83753,County D,2636582568,Acute Care,Tribal,False
24250,Hospital Regional Health System,104 Lake Dr,Seattle,WA,34215,County B,4584032172,Long Term Care,Government,
24251,Hospital St. Mary Care Center,2227 Main St,Phoenix,CA,13123,County B,6762772846,Rehabilitation,Non-Profit,
24252,Hospital Grace Medical Center,4177 Oak Rd,Phoenix,WA,89564,County A,4431183585,Acute Care,Non-Profit,
24253,Hospital St. Mary Medical Center,5918 Lake Dr,Los Angeles,WA,19605,County E,8074019738,Long Term Care,Proprietary,True
24254,Hospital Unity Clinic,8903 Lake Dr,Boston,WA,48706,County C,7488753620,Rehabilitation,Proprietary,True
24255,Hospital Mercy Care Center,6603 Park Ave,Seattle,WA,48568,County C,9824366546,Acute Care,Non-Profit,True
24256,Hospital St. Mary Health System,4801 Hill Blvd,Miami,AZ,81562,County E,3551793902,Acute Care,Proprietary,True
24257,Hospital General Clinic,2084 Elm St,Seattle,PA,94595,County D,2343577855,Psychiatric,Church,True
24258,Hospital Regional Care Center,9595 Oak Rd,Dallas,NY,88974,County B,5313828728,Critical Access,Non-Profit,True
24259,Hospital Regional Medical Center,1256 Cedar Lane,Boston,CA,60659,County E,8644352395,Long Term Care,Government,True
24260,Hospital Grace Clinic,5636 Park Ave,Phoenix,CA,58946,County C,9526373154,Acute Care,Church,False
24261,Hospital Regional Hospital,5204 Park Ave,Dallas,FL,86530,County C,4851082181,Psychiatric,Government,
24262,Hospital Mercy Medical Center,1135 Park Ave,Houston,AZ,78886,County C,2134093500,Rehabilitation,Tribal,
24263,Hospital General Health System,4921 Cedar Lane,Atlanta,AZ,73618,County B,8311022287,Psychiatric,Non-Profit,False
24264,Hospital Regional Hospital,9160 Elm St,Chicago,PA,24919,County E,3462473524,Long Term Care,Church,True
24265,Hospital Memorial Hospital,3012 Cedar Lane,Seattle,WA,22277,County E,9236144350,Critical Access,Non-Profit,False
24266,Hospital Mercy Hospital,1992 Park Ave,Houston,NY,76630,County D,8153172083,Psychiatric,Church,True
24267,Hospital Regional Hospital,8187 Lake Dr,Chicago,AZ,48974,County C,6494931081,Long Term Care,Proprietary,
24268,Hospital Mercy Hospital,7935 Main St,Dallas,IL,17142,County E,8160692866,Critical Access,Tribal,True
24269,Hospital Community Medical Center,2934 Park Ave,Dallas,TX,10110,County D,9203353651,Critical Access,Tribal,True
24270,Hospital Mercy Health System,6242 Lake Dr,Seattle,AZ,12969,County D,5386625263,Critical Access,Church,False
24271,Hospital Grace Health System,9030 Hill Blvd,Phoenix,FL,26510,County D,5664670831,Acute Care,Church,False
24272,Hospital Regional Care Center,5835 Main St,Dallas,GA,68011,County D,3351342202,Acute Care,Government,False
24273,Hospital Memorial Health System,3444 River Rd,Philadelphia,PA,51393,County E,5069346575,Psychiatric,Church,
24274,Hospital Hope Care Center,5437 Cedar Lane,Chicago,MA,50322,County D,2704852801,Acute Care,Tribal,True
24275,Hospital Hope Health System,7659 Lake Dr,Miami,IL,22991,County E,9220334380,Rehabilitation,Government,False
24276,Hospital St. Mary Medical Center,1541 Lake Dr,Los Angeles,MA,96813,County D,6430480803,Psychiatric,Church,True
24277,Hospital Community Medical Center,1857 Oak Rd,Dallas,GA,81104,County C,7284671518,Rehabilitation,Government,
24278,Hospital St. Mary Care Center,2020 Lake Dr,Boston,AZ,74857,County E,6855288108,Psychiatric,Government,False
24279,Hospital Community Clinic,1320 Oak Rd,Houston,GA,38494,County D,8847893202,Long Term Care,Non-Profit,False
24280,Hospital Hope Medical Center,5184 Lake Dr,Houston,GA,14456,County C,9297774852,Rehabilitation,Church,
24281,Hospital Memorial Health System,4280 Cedar Lane,Seattle,TX,80056,County C,6794613776,Acute Care,Tribal,
24282,Hospital General Medical Center,6318 Cedar Lane,Dallas,WA,53654,County D,9056058784,Psychiatric,Government,False
24283,Hospital Memorial Health System,2199 Park Ave,Phoenix,IL,58491,County D,2397423598,Critical Access,Proprietary,
24284,Hospital St. Mary Health System,3398 Cedar Lane,Philadelphia,CA,93290,County C,8499651611,Psychiatric,Government,
24285,Hospital Memorial Health System,3021 Park Ave,Miami,MA,92819,County C,2201673133,Rehabilitation,Non-Profit,True
24286,Hospital Grace Hospital,5582 Lake Dr,Houston,CA,83238,County E,2102681662,Critical Access,Non-Profit,
24287,Hospital Regional Care Center,9807 Hill Blvd,Philadelphia,WA,43604,County A,7101062769,Rehabilitation,Church,
24288,Hospital Hope Hospital,4324 Main St,Atlanta,MA,99658,County C,4261512524,Critical Access,Tribal,
24289,Hospital St. Mary Clinic,6391 Main St,Atlanta,PA,65782,County A,3866648236,Long Term Care,Non-Profit,False
24290,Hospital Community Medical Center,1359 Hill Blvd,Dallas,MA,94932,County E,2479997537,Rehabilitation,Government,False
24291,Hospital Central Clinic,6966 Park Ave,Philadelphia,TX,57249,County D,4336960668,Acute Care,Non-Profit,True
24292,Hospital Mercy Medical Center,2248 Main St,Chicago,TX,32011,County A,4564021442,Long Term Care,Non-Profit,False
24293,Hospital Hope Clinic,5723 Hill Blvd,Phoenix,GA,77810,County B,3753896010,Rehabilitation,Government,False
24294,Hospital Mercy Hospital,9864 Hill Blvd,Chicago,TX,60530,County B,6993942641,Critical Access,Tribal,
24295,Hospital St. Mary Hospital,4323 Elm St,Dallas,MA,57445,County C,6033935729,Critical Access,Tribal,False
24296,Hospital Mercy Medical Center,6199 Lake Dr,Seattle,IL,23744,County B,8759798161,Critical Access,Church,True
24297,Hospital General Medical Center,3378 Cedar Lane,Houston,TX,53059,County E,7862410863,Long Term Care,Church,
24298,Hospital Community Medical Center,1110 Main St,Phoenix,PA,83682,County C,2073923657,Acute Care,Non-Profit,False
24299,Hospital Hope Health System,7956 Hill Blvd,Dallas,FL,47564,County B,2870849074,Long Term Care,Proprietary,
24300,Hospital Central Hospital,8549 Park Ave,Philadelphia,AZ,25883,County C,6224510299,Acute Care,Church,True
24301,Hospital Community Medical Center,3410 Lake Dr,Miami,MA,84716,County A,4088352330,Psychiatric,Proprietary,True
24302,Hospital Hope Health System,6153 Lake Dr,Boston,CA,51003,County A,4717838399,Critical Access,Church,False
24303,Hospital Regional Care Center,3558 Lake Dr,Dallas,CA,53813,County C,3797718253,Critical Access,Tribal,
24304,Hospital General Health System,7122 Hill Blvd,Boston,WA,18566,County C,5334685810,Critical Access,Church,False
24305,Hospital Community Clinic,1132 Elm St,Miami,MA,95293,County C,4787245289,Psychiatric,Tribal,False
24306,Hospital Mercy Clinic,5836 Park Ave,Chicago,WA,57767,County E,7505660923,Acute Care,Non-Profit,True
24307,Hospital Grace Health System,8315 Main St,Philadelphia,CA,22946,County D,7100609842,Acute Care,Church,True
24308,Hospital Regional Care Center,152 Elm St,Philadelphia,PA,70795,County B,5116620993,Psychiatric,Proprietary,
24309,Hospital St. Mary Hospital,5831 Cedar Lane,Houston,AZ,27448,County C,7841142459,Long Term Care,Tribal,
24310,Hospital General Care Center,6121 Oak Rd,Houston,IL,10004,County A,3141828689,Acute Care,Church,False
24311,Hospital Mercy Care Center,5606 River Rd,Chicago,CA,20529,County D,2106155091,Rehabilitation,Church,False
24312,Hospital Memorial Medical Center,4374 Lake Dr,Dallas,NY,36509,County C,3034674950,Rehabilitation,Proprietary,
24313,Hospital Unity Hospital,8394 Cedar Lane,Seattle,MA,52494,County D,3976495658,Psychiatric,Proprietary,False
24314,Hospital Central Clinic,9251 Cedar Lane,Philadelphia,TX,40965,County A,5741284871,Acute Care,Non-Profit,True
24315,Hospital Mercy Medical Center,1545 Oak Rd,Seattle,GA,16259,County E,8520747434,Rehabilitation,Proprietary,False
24316,Hospital Memorial Clinic,3355 River Rd,Phoenix,AZ,82180,County D,4299789548,Psychiatric,Church,True
24317,Hospital Mercy Care Center,8639 Elm St,Los Angeles,WA,17907,County D,4248860736,Psychiatric,Proprietary,False
24318,Hospital General Hospital,134 River Rd,Atlanta,PA,68568,County D,5387242129,Long Term Care,Proprietary,True
24319,Hospital General Hospital,174 Elm St,Atlanta,IL,22467,County B,7602436278,Psychiatric,Church,False
24320,Hospital Hope Clinic,3470 Main St,Los Angeles,MA,42497,County A,8994148798,Critical Access,Non-Profit,
24321,Hospital Community Hospital,9871 Main St,Boston,FL,23458,County B,3745522958,Critical Access,Government,
24322,Hospital Unity Care Center,7984 Oak Rd,Philadelphia,IL,41789,County C,4699393258,Psychiatric,Non-Profit,True
24323,Hospital Hope Medical Center,9367 Hill Blvd,Seattle,WA,11437,County A,6728793530,Acute Care,Church,
24324,Hospital Central Health System,8764 River Rd,Dallas,CA,84682,County B,5159748247,Rehabilitation,Non-Profit,
24325,Hospital Mercy Health System,6430 Lake Dr,Chicago,CA,46816,County C,2179186052,Rehabilitation,Tribal,False
24326,Hospital Central Clinic,6436 Cedar Lane,Los Angeles,AZ,65879,County E,4459051483,Long Term Care,Church,False
24327,Hospital Central Care Center,6716 Elm St,Miami,NY,89673,County D,6970729508,Acute Care,Tribal,False
24328,Hospital Hope Health System,3274 Park Ave,Philadelphia,TX,31700,County D,4288371228,Psychiatric,Church,
24329,Hospital St. Mary Care Center,3601 Cedar Lane,Dallas,IL,63110,County A,4353732770,Psychiatric,Tribal,
24330,Hospital Community Hospital,3024 Cedar Lane,Houston,GA,89298,County E,2471783700,Acute Care,Church,
24331,Hospital Hope Medical Center,4147 Lake Dr,Miami,MA,95558,County C,8271278236,Acute Care,Church,
24332,Hospital Unity Care Center,9026 Elm St,Los Angeles,AZ,65897,County A,7811955929,Rehabilitation,Government,
24333,Hospital Unity Care Center,5572 Hill Blvd,Seattle,GA,30872,County A,9957782090,Long Term Care,Tribal,True
24334,Hospital St. Mary Health System,8118 Main St,Boston,CA,12645,County A,8036796292,Long Term Care,Church,False
24335,Hospital Central Hospital,2032 Park Ave,Chicago,WA,25402,County C,9809249053,Psychiatric,Government,
24336,Hospital Mercy Care Center,3075 Park Ave,Houston,WA,27356,County D,9475189632,Long Term Care,Proprietary,False
24337,Hospital Mercy Clinic,4807 Lake Dr,Chicago,GA,11394,County E,4072287226,Long Term Care,Tribal,False
24338,Hospital St. Mary Clinic,5975 Lake Dr,Dallas,CA,27837,County B,2002568765,Psychiatric,Tribal,True
24339,Hospital General Medical Center,3824 Hill Blvd,Chicago,TX,79838,County B,3825625324,Rehabilitation,Tribal,
24340,Hospital Unity Health System,2740 Elm St,Boston,GA,30036,County B,8839830991,Rehabilitation,Tribal,True
24341,Hospital Unity Clinic,2888 Oak Rd,Philadelphia,CA,56796,County E,9756518476,Critical Access,Tribal,
24342,Hospital Memorial Hospital,8826 Park Ave,Los Angeles,MA,13474,County E,9829815271,Psychiatric,Non-Profit,
24343,Hospital Grace Health System,5854 Cedar Lane,Philadelphia,AZ,24888,County A,7306652307,Rehabilitation,Government,True
24344,Hospital Central Clinic,6128 Cedar Lane,Boston,AZ,54467,County A,6557519925,Acute Care,Proprietary,
24345,Hospital St. Mary Medical Center,325 Hill Blvd,Miami,PA,99134,County E,4618601503,Psychiatric,Church,
24346,Hospital Unity Health System,980 Oak Rd,Los Angeles,WA,93137,County B,9598371404,Acute Care,Government,False
24347,Hospital Regional Clinic,9197 Elm St,Miami,NY,10300,County D,3237959157,Long Term Care,Government,True
24348,Hospital Unity Medical Center,4713 Hill Blvd,Dallas,MA,50960,County B,9710064273,Acute Care,Non-Profit,False
24349,Hospital Memorial Clinic,7641 Elm St,Dallas,CA,54259,County C,2218761399,Critical Access,Government,True
24350,Hospital Mercy Medical Center,405 Cedar Lane,Houston,WA,89125,County B,5307611461,Acute Care,Tribal,True
24351,Hospital Community Care Center,4697 Park Ave,Phoenix,NY,90595,County D,8776504085,Rehabilitation,Government,
24352,Hospital Mercy Medical Center,3469 Lake Dr,Boston,FL,59924,County B,5275954944,Psychiatric,Church,
24353,Hospital Regional Health System,5624 Elm St,Houston,AZ,86463,County E,4490013538,Rehabilitation,Tribal,False
24354,Hospital Memorial Medical Center,8660 Oak Rd,Phoenix,CA,69044,County B,6067864811,Psychiatric,Church,True
24355,Hospital Mercy Health System,9748 Oak Rd,Houston,NY,37040,County D,9687051030,Critical Access,Proprietary,False
24356,Hospital Memorial Clinic,4493 Hill Blvd,Boston,WA,72057,County C,9477312488,Psychiatric,Church,True
24357,Hospital Unity Care Center,2241 Lake Dr,Chicago,TX,48618,County E,8838084617,Long Term Care,Church,False
24358,Hospital Hope Hospital,5426 Main St,Los Angeles,TX,28672,County E,5811176265,Rehabilitation,Tribal,True
24359,Hospital Hope Clinic,6750 Hill Blvd,Atlanta,IL,10628,County E,6241047903,Acute Care,Tribal,
24360,Hospital Community Health System,3627 Lake Dr,Miami,NY,62180,County A,7942749355,Psychiatric,Non-Profit,False
24361,Hospital Community Clinic,9775 Lake Dr,Miami,CA,69489,County C,9725661512,Acute Care,Tribal,True
24362,Hospital Grace Hospital,6479 Main St,Atlanta,CA,39860,County B,7322744265,Long Term Care,Government,
24363,Hospital Central Medical Center,6522 Oak Rd,Philadelphia,TX,56764,County D,2552148430,Acute Care,Church,False
24364,Hospital Mercy Health System,7018 Lake Dr,Seattle,WA,20901,County B,9225830861,Rehabilitation,Government,True
24365,Hospital Regional Hospital,8993 Oak Rd,Los Angeles,MA,28670,County D,5092254572,Long Term Care,Church,False
24366,Hospital Regional Health System,3870 Park Ave,Chicago,TX,98478,County D,7156461751,Critical Access,Tribal,
24367,Hospital Regional Hospital,9923 Oak Rd,Seattle,CA,70067,County E,6295614265,Psychiatric,Government,True
24368,Hospital Community Care Center,9689 Hill Blvd,Los Angeles,NY,64490,County A,3489561401,Critical Access,Non-Profit,
24369,Hospital St. Mary Medical Center,7804 Elm St,Atlanta,TX,21304,County E,2832349891,Acute Care,Proprietary,True
24370,Hospital Community Medical Center,4664 River Rd,Boston,AZ,33163,County A,9388810321,Rehabilitation,Proprietary,
24371,Hospital Grace Hospital,4301 River Rd,Phoenix,GA,76141,County A,4454896944,Acute Care,Church,True
24372,Hospital Community Medical Center,6975 Main St,Chicago,MA,64480,County A,5531237381,Critical Access,Tribal,False
24373,Hospital Central Health System,3247 Park Ave,Philadelphia,GA,40443,County A,3067208886,Critical Access,Non-Profit,False
24374,Hospital Memorial Clinic,8988 Cedar Lane,Philadelphia,TX,52331,County A,9432453873,Rehabilitation,Proprietary,False
24375,Hospital Hope Medical Center,8363 Cedar Lane,Miami,WA,18632,County C,3899886624,Rehabilitation,Proprietary,False
24376,Hospital Central Care Center,6007 Oak Rd,Houston,TX,64440,County E,3322089931,Critical Access,Proprietary,
24377,Hospital Central Health System,7879 Hill Blvd,Miami,WA,95912,County C,5124377567,Critical Access,Church,False
24378,Hospital Grace Health System,8557 Park Ave,Los Angeles,AZ,24464,County E,3687879307,Long Term Care,Proprietary,True
24379,Hospital Hope Medical Center,2993 Cedar Lane,Miami,WA,92460,County E,3200952272,Rehabilitation,Government,True
24380,Hospital Unity Hospital,4930 River Rd,Philadelphia,PA,48364,County C,2301024645,Acute Care,Tribal,False
24381,Hospital Grace Care Center,4763 Oak Rd,Los Angeles,TX,16903,County D,3366555489,Rehabilitation,Tribal,False
24382,Hospital Unity Medical Center,7646 Elm St,Phoenix,CA,56641,County D,2263474693,Psychiatric,Government,False
24383,Hospital Regional Health System,2146 River Rd,Dallas,PA,56202,County E,4967906867,Long Term Care,Church,True
24384,Hospital Regional Health System,1421 Park Ave,Boston,TX,63745,County D,2444564353,Acute Care,Tribal,
24385,Hospital Grace Medical Center,9723 Hill Blvd,Philadelphia,NY,77539,County B,8035643937,Psychiatric,Government,
24386,Hospital Memorial Hospital,1912 Lake Dr,Miami,PA,47590,County E,7803178675,Acute Care,Proprietary,True
24387,Hospital Memorial Hospital,6641 Hill Blvd,Miami,NY,32320,County D,7444481837,Critical Access,Non-Profit,False
24388,Hospital Hope Health System,5182 Elm St,Boston,WA,84182,County E,3106991235,Long Term Care,Government,True
24389,Hospital Hope Health System,7812 Oak Rd,Phoenix,TX,59724,County A,3972668179,Rehabilitation,Tribal,True
24390,Hospital Central Hospital,9577 Park Ave,Chicago,CA,34185,County D,4128294519,Critical Access,Church,False
24391,Hospital Memorial Medical Center,2055 Hill Blvd,Los Angeles,PA,77889,County E,4384814865,Psychiatric,Tribal,True
24392,Hospital Central Care Center,5187 Main St,Miami,FL,41617,County C,5565114698,Critical Access,Non-Profit,
24393,Hospital Regional Care Center,2004 Hill Blvd,Philadelphia,MA,51917,County E,5132570610,Long Term Care,Proprietary,
24394,Hospital Unity Hospital,7426 Main St,Boston,IL,55864,County D,2682488137,Critical Access,Non-Profit,False
24395,Hospital St. Mary Health System,9219 Oak Rd,Philadelphia,TX,57465,County E,4559941924,Psychiatric,Non-Profit,
24396,Hospital St. Mary Hospital,3361 Park Ave,Chicago,AZ,58397,County D,3769152896,Critical Access,Proprietary,False
24397,Hospital Hope Clinic,9791 Cedar Lane,Miami,PA,53760,County A,5080191148,Psychiatric,Non-Profit,False
24398,Hospital Unity Hospital,1906 Elm St,Miami,TX,42531,County E,8348864520,Critical Access,Non-Profit,True
24399,Hospital Hope Care Center,2445 River Rd,Houston,FL,58907,County A,7427985409,Psychiatric,Non-Profit,True
24400,Hospital General Clinic,8488 Oak Rd,Houston,MA,56215,County C,4497926958,Long Term Care,Proprietary,True
24401,Hospital Regional Medical Center,8556 Hill Blvd,Atlanta,MA,36068,County C,8619924911,Critical Access,Tribal,
24402,Hospital Grace Health System,4398 Oak Rd,Chicago,CA,86172,County D,5537694379,Long Term Care,Church,True
24403,Hospital Regional Care Center,7344 Park Ave,Seattle,MA,62868,County B,4423226025,Rehabilitation,Church,
24404,Hospital Regional Hospital,8407 Main St,Dallas,PA,87516,County B,9876820703,Rehabilitation,Government,False
24405,Hospital St. Mary Health System,4435 River Rd,Philadelphia,PA,98997,County E,9976626592,Psychiatric,Tribal,
24406,Hospital General Clinic,5440 Park Ave,Boston,CA,69486,County B,9784298240,Long Term Care,Non-Profit,
24407,Hospital Grace Care Center,2979 River Rd,Atlanta,TX,75141,County B,5322723377,Long Term Care,Non-Profit,
24408,Hospital Regional Medical Center,1998 Oak Rd,Miami,NY,31167,County C,5666607226,Long Term Care,Proprietary,False
24409,Hospital Central Hospital,1889 Elm St,Atlanta,AZ,42663,County E,5428079357,Acute Care,Non-Profit,
24410,Hospital Hope Hospital,5110 Hill Blvd,Seattle,WA,31749,County E,8267618487,Long Term Care,Church,False
24411,Hospital Unity Clinic,7367 River Rd,Boston,MA,60894,County C,3662686962,Critical Access,Non-Profit,True
24412,Hospital Hope Hospital,7042 Lake Dr,Seattle,AZ,48853,County D,7964951082,Long Term Care,Government,True
24413,Hospital Grace Medical Center,6514 River Rd,Atlanta,NY,20631,County D,5903270522,Critical Access,Proprietary,True
24414,Hospital Unity Hospital,2133 Lake Dr,Miami,TX,80398,County A,7562874957,Psychiatric,Non-Profit,
24415,Hospital Regional Health System,7788 Main St,Chicago,PA,97914,County D,5448067715,Acute Care,Proprietary,True
24416,Hospital St. Mary Hospital,5065 Elm St,Chicago,TX,20162,County E,7976652640,Rehabilitation,Proprietary,
24417,Hospital General Hospital,791 Oak Rd,Philadelphia,CA,77163,County E,9348094520,Acute Care,Church,False
24418,Hospital Hope Hospital,3259 Elm St,Philadelphia,PA,34699,County E,2800461144,Long Term Care,Proprietary,True
24419,Hospital Mercy Medical Center,2117 Oak Rd,Houston,TX,45183,County B,3076225954,Long Term Care,Church,
24420,Hospital Community Care Center,6043 Main St,Phoenix,GA,95156,County D,6506806170,Long Term Care,Proprietary,True
24421,Hospital Central Medical Center,6273 Oak Rd,Dallas,PA,67460,County C,2807310605,Rehabilitation,Church,
24422,Hospital Regional Hospital,1918 Oak Rd,Chicago,CA,15017,County C,7508828563,Acute Care,Non-Profit,True
24423,Hospital St. Mary Clinic,221 Lake Dr,Atlanta,NY,13491,County E,6438622758,Critical Access,Proprietary,False
24424,Hospital General Care Center,6131 Park Ave,Dallas,WA,26436,County D,5070075687,Acute Care,Government,True
24425,Hospital St. Mary Medical Center,4036 Elm St,Miami,IL,52572,County C,9597864000,Psychiatric,Tribal,False
24426,Hospital Hope Hospital,5523 Park Ave,Los Angeles,CA,35570,County D,8048407339,Long Term Care,Proprietary,True
24427,Hospital Memorial Hospital,7186 Oak Rd,Boston,WA,86930,County E,2189312253,Acute Care,Proprietary,True
24428,Hospital Central Care Center,4424 River Rd,Los Angeles,GA,43356,County B,8314896202,Acute Care,Church,True
24429,Hospital Memorial Clinic,2554 Hill Blvd,Los Angeles,PA,94932,County B,3329811226,Critical Access,Proprietary,True
24430,Hospital Hope Clinic,612 River Rd,Atlanta,CA,66452,County B,6820407984,Critical Access,Proprietary,True
24431,Hospital General Care Center,6033 Elm St,Seattle,NY,82648,County D,8846458573,Rehabilitation,Church,True
24432,Hospital St. Mary Medical Center,2946 Lake Dr,Philadelphia,PA,99661,County E,6050957106,Critical Access,Government,False
24433,Hospital St. Mary Medical Center,6051 Park Ave,Atlanta,GA,90453,County B,2551989217,Rehabilitation,Non-Profit,
24434,Hospital Regional Care Center,9411 River Rd,Miami,IL,58464,County E,2746878079,Acute Care,Proprietary,
24435,Hospital Central Clinic,5966 Oak Rd,Phoenix,FL,95626,County C,5667288489,Rehabilitation,Church,
24436,Hospital General Clinic,2877 Oak Rd,Phoenix,WA,84760,County A,5373159582,Critical Access,Church,False
24437,Hospital Regional Hospital,7290 Elm St,Chicago,WA,65257,County A,6631532485,Critical Access,Government,True
24438,Hospital Central Clinic,645 Oak Rd,Houston,FL,16434,County A,3898159124,Psychiatric,Proprietary,
24439,Hospital Community Clinic,6079 Hill Blvd,Chicago,GA,92720,County A,3291648908,Acute Care,Proprietary,True
24440,Hospital General Care Center,5918 River Rd,Houston,NY,80602,County C,2695909194,Rehabilitation,Tribal,False
24441,Hospital Central Health System,5250 Hill Blvd,Seattle,PA,91181,County B,7529608779,Critical Access,Church,True
24442,Hospital Hope Health System,2329 Oak Rd,Boston,IL,52256,County C,6256183625,Long Term Care,Church,False
24443,Hospital St. Mary Clinic,723 River Rd,Houston,IL,34874,County D,9501096019,Long Term Care,Proprietary,True
24444,Hospital Hope Care Center,4923 Elm St,Los Angeles,CA,79748,County C,8400618848,Psychiatric,Non-Profit,False
24445,Hospital Regional Hospital,3012 Park Ave,Phoenix,MA,67647,County A,8207031335,Rehabilitation,Non-Profit,True
24446,Hospital St. Mary Health System,3144 Cedar Lane,Dallas,WA,67799,County C,3511200816,Psychiatric,Non-Profit,
24447,Hospital Central Hospital,7438 Lake Dr,Los Angeles,WA,32209,County A,3866202608,Acute Care,Non-Profit,
24448,Hospital Regional Hospital,4170 River Rd,Atlanta,FL,27733,County E,3990233894,Critical Access,Church,
24449,Hospital General Clinic,3961 Elm St,Boston,WA,50795,County E,8231559447,Rehabilitation,Government,True
24450,Hospital Grace Clinic,568 Cedar Lane,Dallas,GA,32849,County A,4927047170,Rehabilitation,Tribal,True
24451,Hospital Mercy Medical Center,3630 Oak Rd,Philadelphia,TX,81193,County A,3378676748,Critical Access,Proprietary,False
24452,Hospital Community Health System,3476 Main St,Atlanta,WA,78369,County D,3551289089,Psychiatric,Government,
24453,Hospital Unity Health System,157 Park Ave,Philadelphia,NY,93456,County E,9960072593,Long Term Care,Tribal,False
24454,Hospital Grace Health System,7316 Park Ave,Philadelphia,PA,49440,County B,5741531941,Acute Care,Government,False
24455,Hospital Memorial Clinic,5897 River Rd,Dallas,TX,13779,County B,6207464903,Psychiatric,Non-Profit,False
24456,Hospital St. Mary Medical Center,7915 Cedar Lane,Los Angeles,NY,72325,County E,4650604725,Long Term Care,Church,True
24457,Hospital Hope Health System,3195 Oak Rd,Phoenix,AZ,18000,County C,6952047597,Psychiatric,Non-Profit,
24458,Hospital Central Hospital,9855 River Rd,Los Angeles,NY,75904,County A,2083708045,Psychiatric,Government,
24459,Hospital Hope Medical Center,2056 Cedar Lane,Miami,PA,13408,County D,9168898013,Critical Access,Non-Profit,
24460,Hospital General Clinic,6882 Oak Rd,Atlanta,TX,26326,County B,7626583905,Long Term Care,Church,False
24461,Hospital Grace Clinic,1256 River Rd,Phoenix,NY,59550,County A,2446337260,Critical Access,Tribal,True
24462,Hospital Unity Clinic,7032 Elm St,Philadelphia,WA,43362,County E,9464721168,Acute Care,Proprietary,False
24463,Hospital Central Medical Center,4522 Cedar Lane,Boston,AZ,77342,County B,3072019613,Psychiatric,Government,False
24464,Hospital Central Hospital,3461 Elm St,Phoenix,GA,72750,County B,9569312448,Acute Care,Government,True
24465,Hospital Grace Clinic,4731 Elm St,Atlanta,PA,94162,County C,5326727619,Psychiatric,Government,True
24466,Hospital General Hospital,934 Lake Dr,Boston,CA,60789,County E,5591083989,Rehabilitation,Church,
24467,Hospital St. Mary Care Center,367 Lake Dr,Houston,PA,22791,County D,2168694249,Critical Access,Church,False
24468,Hospital Regional Care Center,6880 Cedar Lane,Chicago,FL,55510,County A,6016985953,Long Term Care,Church,
24469,Hospital General Health System,4086 Cedar Lane,Miami,NY,15803,County D,3296580484,Psychiatric,Government,False
24470,Hospital Grace Care Center,983 Oak Rd,Seattle,NY,68101,County A,7661513173,Acute Care,Proprietary,True
24471,Hospital St. Mary Clinic,6423 Elm St,Miami,IL,30043,County C,9287491917,Acute Care,Church,
24472,Hospital General Care Center,2009 Elm St,Atlanta,CA,58830,County B,8564115623,Critical Access,Non-Profit,
24473,Hospital St. Mary Hospital,5565 Hill Blvd,Miami,TX,76006,County D,4205496162,Psychiatric,Government,False
24474,Hospital Regional Hospital,425 River Rd,Atlanta,AZ,90220,County B,3251240097,Acute Care,Government,
24475,Hospital General Medical Center,3809 Park Ave,Houston,PA,74755,County E,7885426006,Long Term Care,Tribal,True
24476,Hospital Unity Clinic,8806 Cedar Lane,Chicago,GA,72774,County E,2383827358,Psychiatric,Non-Profit,
24477,Hospital Mercy Clinic,5539 River Rd,Seattle,TX,48813,County C,9116816726,Psychiatric,Proprietary,
24478,Hospital St. Mary Clinic,3089 Oak Rd,Boston,GA,98843,County E,3507547122,Psychiatric,Proprietary,False
24479,Hospital Grace Clinic,8404 Elm St,Philadelphia,GA,95834,County B,7536599874,Psychiatric,Government,True
24480,Hospital Memorial Health System,6494 Park Ave,Boston,CA,97114,County C,6822567456,Long Term Care,Proprietary,
24481,Hospital Memorial Hospital,7409 Oak Rd,Miami,PA,10380,County B,8115017970,Acute Care,Government,
24482,Hospital Regional Hospital,7671 Hill Blvd,Chicago,PA,47321,County B,6685723842,Psychiatric,Tribal,True
24483,Hospital Grace Medical Center,6937 Main St,Boston,PA,38216,County A,4676167861,Critical Access,Proprietary,False
24484,Hospital Mercy Health System,271 Lake Dr,Boston,NY,87229,County A,3286935424,Long Term Care,Non-Profit,True
24485,Hospital Hope Hospital,4918 Park Ave,Atlanta,MA,65368,County C,3679489353,Acute Care,Church,
24486,Hospital General Hospital,100 River Rd,Boston,NY,83414,County A,2686329589,Critical Access,Proprietary,True
24487,Hospital Unity Care Center,9289 Oak Rd,Boston,CA,46170,County D,8953974558,Rehabilitation,Proprietary,True
24488,Hospital Community Care Center,8753 Elm St,Atlanta,FL,95263,County E,6527706862,Critical Access,Government,True
24489,Hospital Central Clinic,559 Lake Dr,Philadelphia,WA,70524,County C,9461154539,Long Term Care,Tribal,True
